TEMA,LOCAL,ESTADO,CATEGORIA,STATUS,DESCRICAO,CASOS_POR_DIA,DATA,ANO,MES,ANO_MES
MAIS UMA VEZ FUI ENGANADO PELO PÃO DE AÇUCAR,FORTALEZA - CE,CE,"['PÃO DE AÇÚCAR', 'PROBLEMAS NA LOJA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",NÃO RESOLVIDO,"Fiz uma compra no pão de Açúcar pedido 28906119 no dia 18/07 na modalidade click e retire numa promoção que me dava 20% na compra acima de R$ 399,00. Para minha surpresa no outro dia recebi uma ligação de funcionário querendo me força a aceita cancelamento do pedido por falta de produto, que não aceite. ficou insistindo que não tinha o produto e não poderia mais pega em outra loja. me ligou varias vezes querendo cancelar, mais dei todos os prazos possíveis e todos tipos de troca que me ofereceu. So fui pega o pedido quase uma semana depois e mesmo assim o  produto não estava separado ainda fiquei esperando mais de 30 minutos para receber um retorno o que me fez realmente desistir da compra. Resumido fiquei sem a compra , sem o desconto que foi concedido e sem meu dinheiro que paguei pq não foi devolvido. E não é a primeira vez o pão sempre faz esse tipo de atitude. ",14,2022-07-30,2022,7,2022-07
"NÃO ENTRA OS 20% , PURA ENGANACAO",GUARUJÁ - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",RESPONDIDA,"Efetuei diversas compras de vinhos no site do pão de açúcar, e percebi que os 20% nao estavam entrando, ou seja pagamos uma anuidade e nao temos o beneficio conforme veiculado por eles. Ou seja, me senti enganada por eles, e achei muita falta de respeito, o atendimento via chat é péssimo, ja tentei diversas vezes, pedem um prazo de 48 h, depois mais 48 h, e nisso ja se passou um mês , ou seja, muita falta de respeito pelo consumidor.",2,2022-07-31,2022,7,2022-07
"PAGUEI PELA ENTREGA RÁPIDA E PEDIDO ESTÁ EM ATRASO, NÃO CHEGOU NO HORARIO",SÃO PAULO - SP,SP,"['ATRASO NA ENTREGA', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR']",RESOLVIDO,"Meu pedido de numero 29029968 está em atraso, entrei em contato telefônico, não tem as 16h do domingo, no chat do site também não.Pedido em atraso e agora? Quem me ajuda?",2,2022-07-31,2022,7,2022-07
ACESSIBILIDADE,FORTALEZA - CE,CE,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",NÃO RESPONDIDA,"Pão de Açúcar náutico, em fortaleza, sei lá por qual motivo colocaram barreiras onde uma pessoa com cadeira de rodas ou no meu caso com um carrinho de bebê, não consigo ter acesso ao mercado, para que eu conseguisse tive que levantar o carrinho para entrar, constrangedor, mas o pior foi para sair com as compras e tendo que fazer a mesma manobra inadmissível, já está mais de 8 dias lá e ninguém faz nada, irei atraz dos meus direito pois esse constrangimento não irá ficar assim.  ",19,2022-08-08,2022,8,2022-08
ASSÉDIO MORAL NA UNIDADE SUDOESTE EM BRASÍLIA,BRASÍLIA - DF,DF,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",EM RÉPLICA,"Sou cliente do Pão de Açúcar há vários anos. Compro bastante em várias unidades aqui de Brasília, sou bem conhecido de vários gerentes e funcionários. Entretanto, estou tendo bastante dificuldade nas minhas compras na unidade Sudoeste.Desde que trocaram a responsável pelo e-commerce desta unidade,  meus pedidos tem sofrido diversos problemas e, para piorar, passei a PASSAR VERGONHA nas retiradas dos mesmos, uma vez que a responsável pela PREVENÇÃO já verificou a mercadoria e me liberou, fui barrado, NA FRENTE DE OUTROS CLIENTES, por outro funcionário (que nem é da prevenção) alegando que não posso retirar meu pedido - QUE JÁ ASSINEI O PAPEL E ME FOI LIBERADO POR OUTRO FUNCIONÁRIO - devido ao fato da responsável pelo e-commerce (Quezia) ter informado que era para verificar, NOVAMENTE, meu pedido. Imagina a cena, na frente de todos os caixas, com vários clientes observando, meus pedidos sendo verificandos um a um como se eu não tivesse pago, sendo que foi pedido online e já foi entregue embalado e consta assinatura da prevenção. Um constrangimento absurdo na frente de várias pessoas. Informei que já tinha sido liberado e ainda monstrei que no papel de recebimento constava a assinatura da Thais, pessoa responsável pela prevenção da unidade. Mesmo assim o funcionário insistiu e solicitei que o mesmo fosse verificar no estacionamento, pois estava me constrangindo ali. Fomos ao estacionamento, o mesmo revirou tudo, contou (fardos de cerveja) e liberou, pedindo desculpas e informando ter sido ordem direta da Quezia. O mesmo, ao perguntar, informou que nem mesmo era da prevenção (?)..Para piorar, levei o caso para a Ângela, gerente responsável pela unidade, onde a mesma não fez nem questão de responder. Tenho mantido todo o histórico de conversas pelo WhatsApp com a gerente, onde já repassei diversos problemas que SOMENTE a unidade do Sudoeste possui e, mesmo assim, nada tem sido resolvido.Um exemplo: Única unidade que o iFood constantemente fica fechado e, quando abre, não libera agendamento -- os acionistas do PDA devem já estar com dinheiro suficiente para ter uma unidade da empresa ao qual não precisa vender -- sem agendamento, só dá poucos itens que nem se quer bate a compra mínima da plataforma iFood, ou seja, os clientes vão procurar outros mercados para comprar.",19,2022-08-08,2022,8,2022-08
PREÇOS ALTERADOS NO APP,SÃO PAULO - SP,SP,"['PROBLEMAS COM O SITE', 'PÃO DE AÇÚCAR', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",RESOLVIDO,"Ao adquirir produtos com desconto no app e, posteriormente, alterar a quantidade de itens no ""carrinho""; o desconto desaparece! Como mágica mas em prol do pão de açúcar! Uma vergonha!",19,2022-08-08,2022,8,2022-08
PÉSSIMA EXPERIÊNCIA COM O SISTEMA CLIQUE E RETIRE,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESOLVIDO,"Gostaria de relatar a péssima experiência com o sistema clique e retire que eu tive no domingo, dia 07/08/22.No sábado fiz uma pequena compra no site (supermercado 19109121/ pedido 9303667) pois os produtos que eu precisava estavam com um ótimo preço. PORÉM, optei pelo sistema clique e retire e não recomendo a cliente algum..PROBLEMA 1:Agendei a retirada para o horário 9h-10h.Às 8h53 recebo uma ligação do Pão de Açúcar informando que o suco de pêssego estava indisponível. Como não me interessei pelas 2 opções da marca original, a atendente me perguntou se eu gostaria de outro sabor/marca e eu indiquei a única substituição que me interessaria. Caso também não estivesse disponível, optei por receber o estorno do valor. Até aqui, PERFEITO.O problema é que quando fui fazer a retirada, o atendente desconhecia esse contato e fez TODO O PROCESSO NOVAMENTE. Pergunto: Para que recebi a ligação??? PROBLEMA 2:Cheguei às 9h25 na loja para efetuar a retirada. Fiquei 15min tocando a campainha e não apareceu nenhum atendente. Depois disso, subi até a loja e pedi ajuda, que ainda demorou vários minutos. Quando reclamei com o atendente ele informou que ""domingo é um pouco complicado, 2 funcionárias estão na loja fazendo compras e eu acabei de chegar.."". Saí de lá após às 10h, com uma pequena sacolinha (com a falta do suco, minha compra continha apenas 6 itens, sendo 3x dois produtos). Pergunto: Para que marcar horário??? É ""normal"" o cliente ter que ficar esperando aparecer algum funcionário??? Descaso total..""Clique e retire"", nunca mais!!!",19,2022-08-08,2022,8,2022-08
NOVA MUSICA DO PÃO,ARUJÁ - SP,SP,"['PÃO DE AÇÚCAR', 'PROBLEMAS COM O ATENDIMENTO', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",RESPONDIDA,"O Pão de Açúcar em parceria com a Nova Brasil FM lançou um concurso da ""Nova Música do Pão"", no qual os participantes tinham que encaminhar suas músicas até o dia 12/08/2022 (data de encerramento). Sem mais nem menos eles fecharam as inscrições antes da data anunciada tanto no regulamento quanto na pagina do twitter.Eu e minha prima trabalhamos duro nos últimos tres finais de semana, pois durante cumprimos com nossos deveres em nossos trabalhos atuais (eu projetista, minha prima programadora). Não tiramos folga, e trabalhamos duro para entregar a música no último domingo 07/08/2022, tendo em mente a data de encerramento dia 12/08/2022 conforme informado oficialmente.Enfim, estamos com a musica atendendo todos os requisitos, mas infelizmente fecharam as inscrições antes da data e o pior, sem avisar previamente.",19,2022-08-08,2022,8,2022-08
NÃO ESTOU RECEBENDO MEUS PONTOS,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'QUALIDADE DO SERVIÇO PRESTADO', 'PONTOS']",RESPONDIDA,"Já tem quase duas semanas que não estou vendo meus pontos no app , faço compras constantemente e sempre add clube extra ou pão de açúcar, mas desde a semana retrasada os pontos não estão sendo acumulados, não consegui contato por telefone e o suporte do app não auxilia .",19,2022-08-08,2022,8,2022-08
CONCURSO SOBRE A MÚSICA DO PÃO. DATA ALTERADA,RIO DE JANEIRO - RJ,RJ,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",RESPONDIDA,"O Pão de açucar criou um concurso para escolher a melhor música do pão com um prêmio de 50 mil reais. Colocou como data dia 12 de agosto para o encerramento das inscrições. Porém, mudou sua data de encerramento poucos dias antes, para o dia 5 de agosto. Isso sem tornar tão público quanto foi a campanha. Apenas com publicação no instagram. Porém nem todos tiveram acesso à essa informação e se prejudicaram como eu por exemplo.",19,2022-08-08,2022,8,2022-08
PONTOS STIX NÃO ACREDITADOS,FORTALEZA - CE,CE,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'DIVERGÊNCIA DE VALORES', 'PONTOS']",RESOLVIDO,"Olá, eu junto pontos stix através do programa Cliente Mais do Pão de Açucar e da Drogasil, e percebi que desde o mês pasado (julho de 2022) não estão sendo acreditados os pontos Stix das minhas compras (de fato, as compras não estão sendo registradas no histórico de atividades da minha conta Stix). Eu já fiz varias compras de valor considerável (os cupons fiscais estão disponiveis no aplicativo do Pão de Açucar), então espero obter uma solucão para esse problema e assim trocar meus pontos por prêmios quanto antes. Obrigado. ",19,2022-08-08,2022,8,2022-08
STIX FURTADOS DE NOVO,ARACAJU - SE,SE,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESPONDIDA,"Após mais de 10 dias sem fazer compras, hoje percebi que novamente sumiram mais de 10.000 pontos meu extrato. Não fui eu que usei. Solicito restituição. ",19,2022-08-08,2022,8,2022-08
FIZ COMPRA NO E-COMMERCE E AO RETIRAR O PEDIDO A LOJA DIZ QUE NÃO TEM O PRODUTO,RIO DE JANEIRO - RJ,RJ,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PRODUTO INDISPONÍVEL']",RESOLVIDO,"Inacreditável.. Recebi um email marketing do pão de açucar dizendo que fazia tempo que não comprava no e-commerce e me dando um cupom de desconto. Acessei o site/app vi que tinha uma promoção interessante e que seria o momento de tentar novamente fazer uma compra via e-commerce do pão de açucar já que as últimas experiências foram horríveis. Hoje pela manhã a loja a qual selecionei para retirar os produtos diz que não tem nenhum dos produtos q eu comprei na loja e que por isso ou eu cancelava o pedido ou fazia novamente escolhendo outra loja.. olha que absurdo.. eu compro algo no e-commerce que tem estoque, selecionei a loja de retirada e me ligam simplesmente dizendo que não tem os produtos em loja. Ao perguntar por que eles não viam em outra loja pq com certeza tem, disseram que eu teria que cancelar o pedido e fazer novamente se quisesse ter o produto. E que não podiam fazer nada. Ao pedir pra falar com o gerente, ele não estava em loja e iam me passar o contato dele para eu ligar (oi??). Exijo a retirada dos produtos na loja que selecionei conforme constava no site no ato da compra. Aguardo retorno. Ou realmente essa será a ultima vez que tento comprar algo no site do pão de açucar. Se o site não funciona por que então fazer um email marketing tentando resgatar um cliente??! ",19,2022-08-08,2022,8,2022-08
SUPERMERCADO PÃO DE AÇÚCAR COM PREÇO PROMOCIONAL NA GONDOLA E REGRA ILEGÍVEL.,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'PROBLEMAS NA LOJA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",RESOLVIDO,"Comprei no Supermercado Pão de Açúcar loja física da Rua Carneiro da Cunha s/n no bairro da Saúde,  um melão no dia 07/08/2022  em promoção. Na placa exibida na gondola constava (Exclusividade Cliente Mais, Melão espanhol verde Rei Kg. De 13,99 por 9,99) como na foto enviada.No aplicativo Melão e Melancia  constava -25% Off  (todos os tipos)Ao passar pelo caixa, na nota fiscal o item acusava 2.475 g x 11,99 e preço de 29,68. Desconto sobre o item -7,42 que em porcentagem fica em 25% sobre 29,68.Estranhei pois na gondola estava a 9,99 em valores enormes e não 11,99.2.475 x 9,99 é de 24,73 .  Portanto esse é o valor que reclamei diante da caixa Nissioka e do fiscal do caixa Sr. Gustavo e que a porcentagem deveria ser aplicado sobre o valor de 24,73.O Sr. Gustavo como a Nissioka ainda alegaram que o desconto era superior ao que reclamei pois foi 7,42 e não 6,18 . Um absurdo como se eu não soubesse fazer cálculo percentual sobre valores. Desisti e fui a gondola checar novamente quando me deparei com letras minúsculas quase ilegível que o valor de 11,99 era aplicado na embalagem exposta. Em nenhum momento ambos alegaram que o valor cobrado era sobre essa embalagem mesmo porque não havia nenhum outro melão do mesmo tipo exposto na gondola. Uma empresa como o Pão de Açúcar usar desses artifícios para vender seus produtos é muito apelativo e desonesto.  Um cliente ter que se preocupar em não ser enganado dentro de uma Rede como o Pão de Açúcar é triste.  Denigre a imagem da empresa e faz com que o cliente se sinta [Editado pelo Reclame Aqui] e insatisfeito. Quanto aos funcionários, é um péssimo exemplo de que dar treinamento para explicar dessa maneira é criar futuros enganadores. Fica aqui meu protesto.",19,2022-08-08,2022,8,2022-08
PERSEGUIÇÃO E CONSTRANGIMENTO,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'MAU ATENDIMENTO']",NÃO RESOLVIDO,"Dia 07 de agosto por volta das 15:00horas na loja 1341 ,rua João cachoeira,899 (antigo extra itaim) não é a primeira vez que acontece, em compras no setor açougue encontrei duas bandejas de carne vencida, conforme foto em anexo. O responsável do setor Nivaldo estava de plantão na loja e chamou outros funcionários e seguranças para monitorar minha presença no mercado , com celular nas mãos o funcionário Nivaldo e um funcionário da padaria ficavam encarando e apontando o celular em minha direção. Quando eu estava escolhendo um pacote de pães no setor da padaria este funcionário que estava perseguindo veio em minha direção e falou para não bagunçar o setor dele ,sendo que eu estava escolhendo um pacote em bom estado, pois estava uma bagunça. A falta de respeito não parou por aí, depois que paguei minhas compras no caixa o funcionário Nivaldo estava parado na saída junto com um segurança encarando como se eu fosse um [Editado pelo Reclame Aqui]. Achei um absurdo o comportamento dos funcionários a mando do ""responsável da loja"". Só que na próxima vez que eu sentir esta TENTATIVA DE CONSTRANGIMENTO vou tomar as providências legais.  QUE TIPO DE TREINAMENTO UM FUNCIONÁRIO DESTE TIPO RECEBE ?? ESPERO QUE A DIRETORIA DO GPA TOME PROVIDÊNCIAS, POIS COMO DISSE NÃO É A PRIMEIRA VEZ. COMO O 0800 SAC , NÃO RESOLVE ACHEI MELHOR REGISTRAR MINHA INDIGNAÇÃO AQUI.",19,2022-08-08,2022,8,2022-08
PEDIDO 28963838 ATRASO E MANTIMENTO VAZANDO,SANTO ANDRÉ - SP,SP,"['ATRASO NA ENTREGA', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR']",RESOLVIDO,"Efetuei uma compra para ser entregue hoje entre 10 horas ao meio dia. A compra chegou depois das 14 horas. Não veio em caixas como de costume e sim embalada em sacos, um óleo vazou, deixando os outros óleos todos melados, sendo que isso além de ruim é prejuízo, pois o preço do óleo não está para ser desperdiçado antes de chegar até aqui. Fora os produtos faltantes, que de um tempo pra cá, é constante acontecer. Sempre gostei muito do pão de açúcar, mas com certeza algo mudou na política de entrega pois das últimas três vezes que comprei venho tendo o mesmo problema, atraso e produtos mal embalados que acabam vazando. Fora o atendimento quando através do watssap perguntam a nota e quando não é satisfatória dizem que vão direcionar um atendente para nos atender por lá, estou a uma hora e meia esperando por esse atendimento, na última vez tive o mesmo problema. Ou seja, algo mudou para pior no sistema de entrega do pão de açúcar. ",19,2022-08-08,2022,8,2022-08
PROMOÇÃO NOVA MÚSICA DO PÃO,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",RESPONDIDA,"O Pão de Açúcar, em parceria com a rádio Nova Brasil, fez uma promoção, que eles chamavam de #NovaMusicadoPao, que promete eleger uma música para o supermercado. No regulamento, dizia que o prazo para inscrição era até 12/8. Pois bem, domingo, dia 7/8, fui inscrever meu material e dei com a cara na porta e um aviso dizendo que as inscrições haviam sido encerradas no dia 5/8. O Pão de Açúcar alega que anunciou a mudança de data em posts do Instagram. Verifique li e só achei mensagens do tipo faltam 3 dias para o encerramento das inscrições, cuja contagem terminava, de fato, no dia 5/12. Não foi feito nenhum anúncio claro e efetivo como atenção: o prazo para inscrições foi alterado. A comunicação da mudança foi sútil e induziu centenas de pessoas ao erro. Eu, por exemplo, montei todo um cronograma baseado na data inicial de encerramento. Gastei tempo e dinheiro preparando o material e, qdo fui inscrevê-lo, não consegui. Me sinto [Editado pelo Reclame Aqui] e enganada!",19,2022-08-08,2022,8,2022-08
